priority_rank,content_hash_id,decline_probability,reason_codes,recommended_action
14830,content_f6da345e85748da1,0.5255696102441121,Under-clicking relative to peers; High query concentration (single-query dependency),Rewrite title/meta description to improve click-through
14831,content_679453fc1e36fca7,0.5255692989632359,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
14832,content_44a5085c72096610,0.5255424377040188,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
14833,content_befa69d2e441ed76,0.5255370214881692,Low query breadth (over-reliant on few queries); High query concentration (single-query dependency),Expand coverage: add missing subtopics/sections to earn more query variety
14834,content_c7519c69553988ae,0.5255314545497841,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
14835,content_c10e240c8a425e91,0.5254999202717381,Low query breadth (over-reliant on few queries); Under-clicking relative to peers,Expand coverage: add missing subtopics/sections to earn more query variety
14836,content_7d76cd1e814700b0,0.5254982752332515,High query concentration (single-query dependency); Under-clicking relative to peers,Diversify topic coverage to reduce single-query dependency
14837,content_8e424191a942a782,0.525478232208828,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
14838,content_2f311bd7f7760fb4,0.5254743640547334,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
14839,content_7dd62854158adc37,0.5254667331066284,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
14840,content_92d2c3fc8bf462c9,0.5254567209184945,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
14841,content_98867b261662db8a,0.5254544194332557,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
14842,content_782a5ee95683a859,0.5254487079136807,Weak average position,Refresh content + rebuild internal links to lift ranking
14843,content_34973b4916f56ee0,0.5254479932554661,High query concentration (single-query dependency); Under-clicking relative to peers,Diversify topic coverage to reduce single-query dependency
14844,content_b210df8bdf0f7c0e,0.5254396018062077,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
14845,content_5dca4349e372c3b1,0.5254393824333525,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
14846,content_fcf4633def1854c7,0.5254264213327603,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
14847,content_6379d05ede8f60e1,0.5254213535677881,Under-clicking relative to peers; Weak average position,Rewrite title/meta description to improve click-through
14848,content_68ad0c526832e7e0,0.5254203011198112,Under-clicking relative to peers; Weak average position,Rewrite title/meta description to improve click-through
14849,content_08cadb374f8e3bda,0.5254153706428731,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
14850,content_3db5f09bcc91440e,0.5254120319892103,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
14851,content_fa32e57dd64cd3b3,0.5254034420878287,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
14852,content_d218675720ccce20,0.5254032406405046,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
14853,content_82dc91252364e705,0.5253927487149835,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
14854,content_4e75464368b08f0f,0.5253901504650388,Low query breadth (over-reliant on few queries); Under-clicking relative to peers,Expand coverage: add missing subtopics/sections to earn more query variety
14855,content_9cb7fdc1a1634690,0.5253703345430252,Under-clicking relative to peers; Weak average position,Rewrite title/meta description to improve click-through
14856,content_2028f0abe80054f3,0.5253699243451074,High query concentration (single-query dependency); Weak average position,Diversify topic coverage to reduce single-query dependency
14857,content_22c75bdf8232b8c3,0.5253639460847265,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
14858,content_b96dd09c175eb521,0.5253581370984001,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
14859,content_a29281aa7aa52bb5,0.5253526899355743,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
14860,content_3fd3671dd5e2604f,0.5253479822716228,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
14861,content_48426011ecaf64a8,0.525345235543648,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
14862,content_b154f6c2652cfeb9,0.5253099478744688,High query concentration (single-query dependency); Under-clicking relative to peers,Diversify topic coverage to reduce single-query dependency
14863,content_2795baf1a7299b23,0.5252825686670656,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
14864,content_93dbb8d61a07e1a7,0.5252815622717788,Under-clicking relative to peers; Weak average position,Rewrite title/meta description to improve click-through
14865,content_9514bfd3f5c03d63,0.5252794961975544,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
14866,content_90170690e475fb70,0.5252546229106155,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
14867,content_22612d2f5988b939,0.5252546042322173,High query concentration (single-query dependency); Weak average position,Diversify topic coverage to reduce single-query dependency
14868,content_d0a31c1f45007fa5,0.5252509409139257,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
14869,content_06cf6c2a731d2a06,0.5252154418275925,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
14870,content_43c17d4768c7d40e,0.5251988410744366,High query concentration (single-query dependency); Under-clicking relative to peers,Diversify topic coverage to reduce single-query dependency
14871,content_e2e1a3f702ce17f1,0.5251839236308884,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
14872,content_475ca44fc19c37db,0.5251733433002557,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
14873,content_5735ab51ff33f514,0.5251475713280981,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
14874,content_699d2753bc053626,0.525136150801937,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
14875,content_5d67820cdc1055da,0.5251333825633139,High query concentration (single-query dependency); Weak average position,Diversify topic coverage to reduce single-query dependency
14876,content_116a7e04f75d8189,0.5251326733210748,Weak average position; High query concentration (single-query dependency),Refresh content + rebuild internal links to lift ranking
14877,content_d525bb340bc48cd5,0.5251312321013634,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
14878,content_989ab22efe169642,0.5251182131825878,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
14879,content_c623a2c886b8d8fa,0.5250846235387817,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
14880,content_deb3ea295963fd75,0.5250768263885398,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
14881,content_fd94e0e937265833,0.5250724856380403,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
14882,content_d648df7e164fffde,0.5250592244157981,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
14883,content_2d8bb033e5ba1a93,0.5250553615008137,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
14884,content_12d14890c74bd7d2,0.5250548706851217,Low query breadth (over-reliant on few queries); Under-clicking relative to peers,Expand coverage: add missing subtopics/sections to earn more query variety
14885,content_6d13ecfb06ca460c,0.5250540790366413,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
14886,content_b7c4b13bb4e77e28,0.5250221827816381,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
14887,content_1ffad3ea34108f8f,0.5250086137552712,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
14888,content_e11d760d882306d7,0.5250078748406487,Under-clicking relative to peers; Weak average position,Rewrite title/meta description to improve click-through
14889,content_bcd23bf13481f3e3,0.5250061454726186,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
14890,content_f3b0dcf54df7d959,0.5249976629621722,Under-clicking relative to peers; Weak average position,Rewrite title/meta description to improve click-through
14891,content_9fc0c3d8172284b5,0.5249968543687837,Under-clicking relative to peers; High query concentration (single-query dependency),Rewrite title/meta description to improve click-through
14892,content_a24750b736a5785a,0.5249958414293788,Weak average position; Low query breadth (over-reliant on few queries),Refresh content + rebuild internal links to lift ranking
14893,content_33e7cb96cc374227,0.5249953220569812,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
14894,content_ddd34145229ba58d,0.5249850383427611,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
14895,content_8dcf3190af01bf1d,0.5249846087965159,Low query breadth (over-reliant on few queries),Expand coverage: add missing subtopics/sections to earn more query variety
14896,content_0b71683a68510812,0.5249832352184777,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
14897,content_65ed07ca979b98f4,0.5249819044050235,Under-clicking relative to peers; High query concentration (single-query dependency),Rewrite title/meta description to improve click-through
14898,content_6860a99e1d8b70bf,0.5249782512864366,High query concentration (single-query dependency); Weak average position,Diversify topic coverage to reduce single-query dependency
14899,content_df2b575309e2044a,0.5249742392613027,High query concentration (single-query dependency); Under-clicking relative to peers,Diversify topic coverage to reduce single-query dependency
14900,content_d553d060d2450835,0.524967266117765,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
14901,content_2880691b1e1b34d4,0.5249594518933829,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
14902,content_210ff8ad8fe0c0b6,0.5249552249466302,Low query breadth (over-reliant on few queries); Under-clicking relative to peers,Expand coverage: add missing subtopics/sections to earn more query variety
14903,content_352f0f6117f00ea2,0.5249507569463516,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
14904,content_0c7316f4d25722c5,0.5249457994513257,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
14905,content_97afa4092317d93a,0.524938568602006,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
14906,content_8fa9ee59a9ff609a,0.5249366270681398,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
14907,content_db397a797911534d,0.5249355946041823,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
14908,content_13c743ac39ad2c4f,0.5249139171125923,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
14909,content_72228e831e39ba6a,0.5249099191225706,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
14910,content_55b02161643fb829,0.5248872588346377,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
14911,content_35ebad1320a34a9c,0.5248804699251998,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
14912,content_10984414377065e3,0.5248751515857496,High query concentration (single-query dependency); Under-clicking relative to peers,Diversify topic coverage to reduce single-query dependency
14913,content_31a0d0f4db4447de,0.5248559338847056,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
14914,content_4d0dc4da58949156,0.5248468152466454,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
14915,content_25a663bbc1917fbf,0.5248325804668589,Low query breadth (over-reliant on few queries); Under-clicking relative to peers,Expand coverage: add missing subtopics/sections to earn more query variety
14916,content_c4f5ef82c388ff35,0.5248290602980253,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
14917,content_695777d2d638acda,0.5248195811156762,Under-clicking relative to peers; Weak average position,Rewrite title/meta description to improve click-through
14918,content_552ec4076437b5f2,0.5248153502983072,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
14919,content_2852c2010fe6a3fd,0.5247978014661911,High query concentration (single-query dependency); Under-clicking relative to peers,Diversify topic coverage to reduce single-query dependency
14920,content_fccb40f9f0456b32,0.5247816553418839,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
14921,content_0861f19180484191,0.524760746061589,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
14922,content_4dd5a7f8078ababc,0.5247474206476429,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
14923,content_b1eadde9ea8b759f,0.5247464104622317,Under-clicking relative to peers; High query concentration (single-query dependency),Rewrite title/meta description to improve click-through
14924,content_d64520860aa7fe02,0.524727230126591,High query concentration (single-query dependency); Under-clicking relative to peers,Diversify topic coverage to reduce single-query dependency
14925,content_28a6dcd34fdf6f0f,0.5247245561668239,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
14926,content_5902fb29a230354a,0.5247166418860533,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
14927,content_08ae4d0ef70d28b0,0.524714281262046,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
14928,content_b09f36947bf2e85e,0.5247129645505577,Weak average position; High query concentration (single-query dependency),Refresh content + rebuild internal links to lift ranking
14929,content_3818c041826c5489,0.5246824769883208,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
14930,content_3a796b02d1215037,0.524666710953748,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
14931,content_895ed127e45958c4,0.5246625154295824,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
14932,content_75379ffde5fb3bef,0.5246622843084661,Under-clicking relative to peers; High query concentration (single-query dependency),Rewrite title/meta description to improve click-through
14933,content_e38d86eca0092bf1,0.524657528021483,Low query breadth (over-reliant on few queries); Under-clicking relative to peers,Expand coverage: add missing subtopics/sections to earn more query variety
14934,content_b9215d914e3bebf6,0.5246565362161252,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
14935,content_24e7e099b222f237,0.5246525819192898,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
14936,content_f3cad8a9b70c02ed,0.5246494840117026,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
14937,content_dabde50a0ee8d58c,0.5246486070991179,High query concentration (single-query dependency); Under-clicking relative to peers,Diversify topic coverage to reduce single-query dependency
14938,content_5b8e91d3dd0d9300,0.5246480509040256,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
14939,content_971ff7b21e6f5405,0.524634364191422,Under-clicking relative to peers; High query concentration (single-query dependency),Rewrite title/meta description to improve click-through
14940,content_f0a75802e9776cad,0.5246276107412522,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
14941,content_2d97aab5ae2f728c,0.5246257607527999,Under-clicking relative to peers; Weak average position,Rewrite title/meta description to improve click-through
14942,content_3c7d9d71ebffd83f,0.5246164410888845,Under-clicking relative to peers; Weak average position,Rewrite title/meta description to improve click-through
14943,content_39456ad21c2e4f4f,0.5246143076143228,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
14944,content_26bb0b00e52d2dd0,0.5246137951658372,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
14945,content_a621cc4f6c7bc43a,0.524612892178051,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
14946,content_c805d571f08735df,0.5246064530032626,Weak average position; High query concentration (single-query dependency),Refresh content + rebuild internal links to lift ranking
14947,content_aae06f728e1149aa,0.5246034112347392,Weak average position,Refresh content + rebuild internal links to lift ranking
14948,content_3202d9a5ac762775,0.5245993749608417,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
14949,content_b68279c869e24aa8,0.5245952197995033,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
14950,content_7be15ac2899ba31e,0.5245849667582337,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
14951,content_b4afdcb87cc6da8b,0.5245819157646215,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
14952,content_ce625fc6dbb1b110,0.5245809368488472,High query concentration (single-query dependency); Under-clicking relative to peers,Diversify topic coverage to reduce single-query dependency
14953,content_d80390cd87a96a0a,0.5245765243823992,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
14954,content_5ff2189c85fd871e,0.5245733024822519,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
14955,content_b61295e3f92b2231,0.5245706435896538,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
14956,content_0f137d0481edb5c7,0.5245690770578239,Low query breadth (over-reliant on few queries); High query concentration (single-query dependency),Expand coverage: add missing subtopics/sections to earn more query variety
14957,content_c8ecc7743c246174,0.524562149168932,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
14958,content_d16f00131459ed67,0.5245493291574848,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
14959,content_311d8ceaef12570c,0.5245287430456724,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
14960,content_c9974ff467d2792c,0.5245259823534818,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
14961,content_86fffea2f85a2d8f,0.5245258125327328,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
14962,content_46e80250cf352a60,0.5245218311802006,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
14963,content_70291503d46497eb,0.5245201397405027,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
14964,content_428bac906574f0c9,0.5244978210295372,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
14965,content_0bed3306b8120735,0.524491338653928,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
14966,content_fd687bcec4a05c9b,0.5244686203120239,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
14967,content_7e89e6df7fe8cf8a,0.524445532720451,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
14968,content_b60bde8f53984937,0.524445125418631,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
14969,content_17297bdfd5bbb0e0,0.5244399831403451,Under-clicking relative to peers; Weak average position,Rewrite title/meta description to improve click-through
14970,content_c7dc8ea629472ef8,0.5244349129678678,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
14971,content_ea59f05ad3bde3b6,0.5244302981216588,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
14972,content_39c2635ec2e1fc54,0.5244267392384928,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
14973,content_741b2c7f69726bfd,0.5244190054631098,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
14974,content_02e2dc14c32b479b,0.5244097556260803,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
14975,content_eaeb825a874ad604,0.5243939874061816,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
14976,content_9d3bcfbd07a76cd2,0.5243924739308856,Under-clicking relative to peers; High query concentration (single-query dependency),Rewrite title/meta description to improve click-through
14977,content_5e68828b65ae7eb0,0.5243894396024924,High query concentration (single-query dependency); Under-clicking relative to peers,Diversify topic coverage to reduce single-query dependency
14978,content_035049811dc3f51a,0.5243886919644716,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
14979,content_9aa0d213906a01f0,0.5243517444897889,Under-clicking relative to peers; Weak average position,Rewrite title/meta description to improve click-through
14980,content_5c1b7779b5133b0b,0.5243349385850191,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
14981,content_e508a265851bdbb0,0.524318220486014,Low query breadth (over-reliant on few queries),Expand coverage: add missing subtopics/sections to earn more query variety
14982,content_d8bababd2fad7efa,0.5242949489575001,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
14983,content_e9d7fdd5790fbf89,0.5242870663816684,Low query breadth (over-reliant on few queries),Expand coverage: add missing subtopics/sections to earn more query variety
14984,content_3090ef043a9f50cc,0.524285063075538,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
14985,content_8b246db926419bb3,0.524282379551803,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
14986,content_7ac617813ba8b18b,0.5242768508336753,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
14987,content_c5c9a9840a276ea8,0.5242749173880931,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
14988,content_465ccbfbe3972ef1,0.5242700810522013,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
14989,content_84b34c095b8a5d47,0.5242699538645793,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
14990,content_a5b728d3d92b219c,0.5242562423411714,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
14991,content_39493f9151919a53,0.5242560942279157,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
14992,content_30352f0b93c8b98d,0.5242537361234099,No single dominant signal -- review manually,Manual review -- no clear driver
14993,content_9cf71881602e4b2a,0.5242456370527513,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
14994,content_c251950a6641016c,0.5242413294147172,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
14995,content_a0989cb166a25975,0.5242250471637133,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
14996,content_9f5a6cd02aa7c951,0.5242187235515602,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
14997,content_872915d34bfc8642,0.5242142640479567,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
14998,content_1f7d20c452a94706,0.5242049781476387,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
14999,content_8e0b870731c687f6,0.524195869082781,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
15000,content_13cc5c37094ee153,0.5241893275743337,Under-clicking relative to peers; High query concentration (single-query dependency),Rewrite title/meta description to improve click-through
15001,content_de0a4b448441fa4b,0.5241878996567166,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
15002,content_a019f0e8e4789c4e,0.5241741131178511,High query concentration (single-query dependency); Under-clicking relative to peers,Diversify topic coverage to reduce single-query dependency
15003,content_8335bc5a6d216747,0.5241549614464485,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
15004,content_5216696da08686a8,0.5241457597147472,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
15005,content_c1adc04e492d60e3,0.5241425349138081,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
15006,content_af6fcf6487a608e7,0.5241380715900081,Under-clicking relative to peers; Weak average position,Rewrite title/meta description to improve click-through
15007,content_1124933c18c13948,0.5241286047459036,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
15008,content_53ffce2fbcbb8757,0.5241241475588158,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
15009,content_996e0722d371ecd2,0.5241149741148048,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
15010,content_6a8e13381eebbced,0.5241079583149052,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
15011,content_75041c711a00034b,0.5241018659083944,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
15012,content_dd66a4783ea5dc56,0.5240904625149144,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
15013,content_c16f1ae36d3980fa,0.5240858622107727,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
15014,content_f746fd81a317ee2e,0.524071777996417,High query concentration (single-query dependency); Under-clicking relative to peers,Diversify topic coverage to reduce single-query dependency
15015,content_ccffb87e03d8f9e4,0.5240620197651958,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
15016,content_14910648449d66cf,0.5240616106728999,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
15017,content_60a005b90d2a477a,0.524046425182807,High query concentration (single-query dependency); Under-clicking relative to peers,Diversify topic coverage to reduce single-query dependency
15018,content_0112f5cecb521bb4,0.5240453040252754,Weak average position; Under-clicking relative to peers,Refresh content + rebuild internal links to lift ranking
15019,content_be3888bb1427348e,0.5240288455127022,Weak average position; High query concentration (single-query dependency),Refresh content + rebuild internal links to lift ranking
15020,content_7643ae7914488890,0.5240285112954389,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
15021,content_4ba281f6e1e5d87b,0.5240239795429094,Under-clicking relative to peers; High query concentration (single-query dependency),Rewrite title/meta description to improve click-through
15022,content_f20164c1880f76cd,0.5240216683901564,Under-clicking relative to peers; High query concentration (single-query dependency),Rewrite title/meta description to improve click-through
15023,content_b233acdafb3926ae,0.5240180630216815,High query concentration (single-query dependency); Under-clicking relative to peers,Diversify topic coverage to reduce single-query dependency
15024,content_875c3e53915eea4d,0.5240097945323527,High query concentration (single-query dependency); Under-clicking relative to peers,Diversify topic coverage to reduce single-query dependency
15025,content_e068983eb9a29fd9,0.5240063872509448,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
15026,content_951962483ead0c79,0.5240001414681643,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
15027,content_a39ef201f4de6523,0.5239997874128983,Under-clicking relative to peers; Weak average position,Rewrite title/meta description to improve click-through
15028,content_a49692b245d83cc3,0.5239960445711355,Under-clicking relative to peers; Low query breadth (over-reliant on few queries),Rewrite title/meta description to improve click-through
15029,content_6d6b03c5c7cc91cf,0.5239911650255783,Weak average position; High query concentration (single-query dependency),Refresh content + rebuild internal links to lift ranking
15030,content_3f835f48e1927710,0.5239859483509093,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
15031,content_abf9bfbefebbb464,0.5239773887000884,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
15032,content_d28bfc5fb7e3b82a,0.5239759061542327,High query concentration (single-query dependency); Under-clicking relative to peers,Diversify topic coverage to reduce single-query dependency
15033,content_90d79f920ac08c48,0.5239629559708354,Under-clicking relative to peers; Weak average position,Rewrite title/meta description to improve click-through
15034,content_7c8f5768a31fe29e,0.5239552447015893,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
15035,content_c096299e9f1a025b,0.5239505594074663,High query concentration (single-query dependency); Under-clicking relative to peers,Diversify topic coverage to reduce single-query dependency
15036,content_433d041e332dbea4,0.523943760254382,High query concentration (single-query dependency); Low query breadth (over-reliant on few queries),Diversify topic coverage to reduce single-query dependency
15037,content_ad523bf320196cba,0.523912193140915,Under-clicking relative to peers; Weak average position,Rewrite title/meta description to improve click-through
15038,content_220fb1ed23f0e20e,0.5239097824987679,Under-clicking relative to peers,Rewrite title/meta description to improve click-through
